File Name,Corresponding Data Point,Maximum Subtraction
"[B7-03-4um-01,SET-RESET,24,7_29_2024 2_48_01 PM].csv",0.7,0.00048095
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_14 PM].csv",1.225,0.00012807999999999998
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_20 PM].csv",0.75,0.00015379
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_27 PM].csv",0.9,0.00014745999999999997
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_33 PM].csv",0.8,0.00016922000000000004
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_39 PM].csv",0.875,0.00017494
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_45 PM].csv",0.675,0.000148118
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_51 PM].csv",0.825,0.00016962
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_50_57 PM].csv",0.875,0.00019280000000000002
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_04 PM].csv",0.7,8.8736e-05
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_10 PM].csv",0.75,9.6672e-05
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_16 PM].csv",0.975,0.00016410000000000003
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_23 PM].csv",0.65,0.000128386
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_30 PM].csv",0.75,0.000148242
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_36 PM].csv",0.725,0.00011604000000000001
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_42 PM].csv",0.675,9.0314e-05
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_48 PM].csv",1.075,0.00011237999999999998
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_51_55 PM].csv",0.8,0.00016166000000000002
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_52_01 PM].csv",0.725,0.000178428
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_52_08 PM].csv",1.05,0.00014888
"[B7-03-4um-02,SET-RESET,25,7_29_2024 2_52_14 PM].csv",0.85,0.00019068
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_53_19 PM].csv",1.025,0.00018904
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_53_25 PM].csv",0.7,0.000196426
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_53_31 PM].csv",0.75,0.00028993000000000004
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_53_38 PM].csv",0.8,7.783399999999999e-05
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_53_44 PM].csv",0.9,0.00015389
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_53_51 PM].csv",1.025,0.0001195
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_53_57 PM].csv",1.0,0.00017706000000000002
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_04 PM].csv",1.1,0.00014622000000000002
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_11 PM].csv",1.15,0.00023416000000000002
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_17 PM].csv",0.725,0.000169304
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_23 PM].csv",0.95,0.00017752799999999998
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_30 PM].csv",0.85,0.00019185599999999996
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_36 PM].csv",1.0,0.00026708000000000005
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_43 PM].csv",1.15,0.00019148
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_49 PM].csv",0.825,0.00046944
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_54_55 PM].csv",0.95,0.00042639
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_55_01 PM].csv",0.875,0.000482802
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_55_08 PM].csv",0.85,0.000396558
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_55_14 PM].csv",0.925,7.5218e-05
"[B7-03-4um-03,SET-RESET,26,7_29_2024 2_55_20 PM].csv",0.95,0.00023511999999999996
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_57_51 PM].csv",0.95,0.00016982
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_57_57 PM].csv",1.0,0.0001514
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_03 PM].csv",0.825,9.485199999999999e-05
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_09 PM].csv",0.875,9.5956e-05
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_16 PM].csv",0.975,0.00011165999999999997
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_22 PM].csv",0.775,0.000144904
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_28 PM].csv",0.775,0.000141364
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_34 PM].csv",0.675,0.000469818
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_41 PM].csv",0.825,0.00035207999999999995
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_47 PM].csv",0.675,0.000478432
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_58_54 PM].csv",0.85,0.00034282
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_00 PM].csv",0.9,0.00032892
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_06 PM].csv",0.925,0.00030387999999999997
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_13 PM].csv",0.9,0.00032878
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_20 PM].csv",0.8,0.00036258
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_26 PM].csv",0.9,0.00032604
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_32 PM].csv",1.0,0.0002785
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_39 PM].csv",0.775,0.00038677199999999996
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_45 PM].csv",0.85,0.00034785999999999997
"[B7-03-4um-04,SET-RESET,27,7_29_2024 2_59_52 PM].csv",0.975,0.0002854
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_01_32 PM].csv",1.15,0.00025892799999999996
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_01_38 PM].csv",0.7,0.000124106
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_01_44 PM].csv",0.975,0.0002168
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_01_51 PM].csv",0.85,0.00018562999999999997
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_01_58 PM].csv",0.775,0.000143244
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_04 PM].csv",0.875,0.00023051999999999998
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_11 PM].csv",1.0,0.00020358
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_17 PM].csv",1.075,0.00021296
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_23 PM].csv",0.875,0.00020031400000000002
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_29 PM].csv",0.825,0.00015403999999999998
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_35 PM].csv",0.8,0.000140846
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_41 PM].csv",1.2,0.00012834000000000006
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_48 PM].csv",0.875,0.00013279999999999998
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_02_54 PM].csv",0.825,0.00012078000000000002
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_03_00 PM].csv",0.75,0.00040014
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_03_07 PM].csv",1.1,0.0002032
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_03_14 PM].csv",0.9,0.0003818
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_03_20 PM].csv",1.025,0.00023490000000000002
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_03_26 PM].csv",0.8,0.000393492
"[B7-03-4um-05,SET-RESET,28,7_29_2024 3_03_33 PM].csv",1.025,0.00023096
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_04_57 PM].csv",1.575,0.00027625999999999996
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_04 PM].csv",0.675,9.3734e-05
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_10 PM].csv",0.95,0.00015036
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_17 PM].csv",0.775,0.0001822557
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_23 PM].csv",0.625,0.000205118
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_30 PM].csv",0.7,0.00018527000000000002
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_36 PM].csv",1.0,0.00016946999999999996
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_42 PM].csv",0.8,0.00035056599999999996
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_49 PM].csv",0.925,0.00020735999999999997
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_05_55 PM].csv",0.85,0.0002411
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_02 PM].csv",0.9,0.00017301999999999997
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_08 PM].csv",0.875,0.00011282
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_14 PM].csv",1.025,8.115999999999999e-05
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_21 PM].csv",0.825,0.00029106
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_28 PM].csv",0.875,0.0001446
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_34 PM].csv",0.725,0.000127122
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_40 PM].csv",0.725,7.313199999999999e-05
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_47 PM].csv",0.675,0.00013121999999999998
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_06_54 PM].csv",1.025,0.00010932000000000004
"[B7-03-4um-06,SET-RESET,29,7_29_2024 3_07_01 PM].csv",0.95,0.00011882
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_08_55 PM].csv",1.05,0.00012648000000000005
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_02 PM].csv",0.725,0.00010072199999999999
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_08 PM].csv",0.8,0.000101578
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_14 PM].csv",0.725,0.00013140799999999999
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_21 PM].csv",0.9,0.00029444
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_27 PM].csv",0.9,0.00025786
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_34 PM].csv",0.95,0.00026762
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_40 PM].csv",0.9,0.000194786
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_46 PM].csv",0.7,0.000475138
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_09_53 PM].csv",0.775,0.00042960199999999996
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_00 PM].csv",0.775,0.000437206
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_06 PM].csv",0.675,0.00046477
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_12 PM].csv",0.875,0.00037758
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_18 PM].csv",0.975,0.00021311999999999997
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_25 PM].csv",0.85,0.000417464
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_31 PM].csv",0.775,0.000483272
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_38 PM].csv",0.7,0.0004934614
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_45 PM].csv",1.1,0.00033106
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_51 PM].csv",0.95,0.00036036
"[B7-03-4um-07,SET-RESET,30,7_29_2024 3_10_57 PM].csv",0.9,0.00037374
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_13_50 PM].csv",0.95,0.00015904
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_13_57 PM].csv",0.8,0.00015438000000000002
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_03 PM].csv",0.65,0.00010416399999999999
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_10 PM].csv",0.75,0.00013976600000000002
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_16 PM].csv",0.7,7.662399999999999e-05
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_23 PM].csv",0.85,0.00026829999999999996
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_29 PM].csv",1.075,0.00011739999999999998
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_36 PM].csv",0.675,0.00015965
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_42 PM].csv",0.875,0.00023032
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_49 PM].csv",0.95,0.0002276
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_14_55 PM].csv",0.775,0.00015227
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_01 PM].csv",0.7,0.000126972
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_08 PM].csv",0.925,0.00011558
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_14 PM].csv",0.8,8.764e-05
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_20 PM].csv",0.95,7.038000000000004e-05
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_27 PM].csv",0.825,0.00017406
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_33 PM].csv",0.9,0.00017759999999999998
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_39 PM].csv",0.875,0.00044661799999999997
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_45 PM].csv",0.925,0.00021208
"[B7-03-4um-08,SET-RESET,31,7_29_2024 3_15_51 PM].csv",1.0,0.00014602000000000001
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_07 PM].csv",0.6,0.00019047
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_13 PM].csv",0.675,0.00022211999999999997
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_20 PM].csv",0.8,0.00015766
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_26 PM].csv",0.775,0.00015380000000000005
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_33 PM].csv",0.75,0.00014549999999999996
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_39 PM].csv",0.675,0.000249252
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_45 PM].csv",0.725,0.000279066
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_52 PM].csv",0.725,0.000262018
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_17_58 PM].csv",0.675,0.000251594
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_04 PM].csv",0.725,0.000458214
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_11 PM].csv",0.55,0.00010288800000000001
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_17 PM].csv",0.625,0.000207664
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_23 PM].csv",0.625,0.000208434
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_29 PM].csv",0.7,0.00041829599999999997
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_36 PM].csv",0.55,0.00015816999999999998
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_42 PM].csv",0.7,0.000409396
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_48 PM].csv",0.775,0.00020868
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_18_55 PM].csv",0.75,0.000448638
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_19_02 PM].csv",0.7,0.00022470400000000002
"[B7-03-4um-09,SET-RESET,32,7_29_2024 3_19_08 PM].csv",0.75,0.000247084
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_20_32 PM].csv",0.075,0.00014439999999999999
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_20_38 PM].csv",0.075,0.00014420000000000004
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_20_44 PM].csv",0.075,0.00014420000000000004
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_20_50 PM].csv",0.075,0.00014391999999999996
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_20_56 PM].csv",0.075,0.00014394
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_02 PM].csv",0.075,0.00014404
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_09 PM].csv",0.075,0.00014406
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_15 PM].csv",0.075,0.00014399999999999998
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_21 PM].csv",0.075,0.00014398
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_27 PM].csv",0.075,0.00014424000000000001
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_34 PM].csv",0.075,0.00014412000000000002
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_40 PM].csv",0.075,0.00014408
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_46 PM].csv",0.075,0.00014428
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_21_53 PM].csv",0.075,0.00014408
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_22_00 PM].csv",0.075,0.00014382000000000002
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_22_06 PM].csv",0.075,0.00014380000000000003
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_22_12 PM].csv",0.075,0.00014379999999999997
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_22_18 PM].csv",0.075,0.00014394
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_22_24 PM].csv",0.075,0.00014431999999999997
"[B7-03-4um-10,SET-RESET,33,7_29_2024 3_22_31 PM].csv",0.075,0.00014374
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_23_44 PM].csv",0.825,0.00011630000000000001
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_23_50 PM].csv",0.85,0.00024816
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_23_56 PM].csv",0.8,0.00021109999999999998
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_02 PM].csv",0.725,0.00017571999999999998
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_09 PM].csv",0.725,0.00012067999999999999
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_15 PM].csv",0.7,0.00012409200000000002
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_21 PM].csv",0.8,0.00016486000000000002
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_28 PM].csv",0.9,0.00024010000000000004
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_34 PM].csv",0.775,0.00019312
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_41 PM].csv",0.85,0.000361424
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_47 PM].csv",0.75,0.000374538
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_53 PM].csv",0.85,0.00023260000000000002
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_24_59 PM].csv",0.8,0.00022449199999999996
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_25_06 PM].csv",0.825,0.00021312
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_25_12 PM].csv",0.7,0.000232594
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_25_18 PM].csv",0.75,0.000464602
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_25_25 PM].csv",0.75,0.000465762
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_25_31 PM].csv",0.85,0.00047120399999999997
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_25_37 PM].csv",0.875,0.000467524
"[B7-03-4um-11,SET-RESET,34,7_29_2024 3_25_43 PM].csv",0.75,0.000464944
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_01 PM].csv",1.525,0.00047876200000000004
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_08 PM].csv",1.2,0.00020526000000000002
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_14 PM].csv",0.925,0.00048803999999999997
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_21 PM].csv",0.8,0.0004896131
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_27 PM].csv",1.1,0.0004890443
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_34 PM].csv",1.375,0.000484312
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_40 PM].csv",1.525,0.000480628
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_47 PM].csv",1.3,0.0004836
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_29_54 PM].csv",0.85,0.0004894372
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_00 PM].csv",1.0,0.000484716
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_07 PM].csv",1.2,0.00048259999999999997
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_14 PM].csv",1.0,0.000484998
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_20 PM].csv",0.825,0.00048646
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_26 PM].csv",0.725,0.000484788
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_33 PM].csv",0.75,0.00048277199999999996
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_39 PM].csv",0.8,0.000484782
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_46 PM].csv",1.0,0.00048517
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_52 PM].csv",0.825,0.0004889508
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_30_58 PM].csv",0.85,0.000488556
"[B7-03-4um-12,SET-RESET,35,7_29_2024 3_31_05 PM].csv",1.025,0.000484808
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_20_29 PM].csv",0.95,0.00016371999999999998
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_20_36 PM].csv",0.8,0.000114526
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_20_42 PM].csv",0.725,0.00030718
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_20_48 PM].csv",0.575,0.000279806
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_20_54 PM].csv",0.675,0.000423326
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_00 PM].csv",0.625,0.000466364
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_06 PM].csv",0.475,0.000163012
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_13 PM].csv",0.6,0.000444296
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_19 PM].csv",0.475,0.000364086
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_25 PM].csv",0.8,0.00020209999999999998
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_31 PM].csv",0.9,0.000478902
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_37 PM].csv",0.75,0.000485622
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_43 PM].csv",0.975,0.00023181999999999999
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_49 PM].csv",0.925,0.00034066
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_21_56 PM].csv",0.9,0.00034332000000000004
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_22_02 PM].csv",0.75,0.000394144
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_22_08 PM].csv",0.8,0.000476264
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_22_15 PM].csv",0.825,0.00010462000000000001
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_22_21 PM].csv",0.9,0.0004899564
"[C3-04-4um-01,SET-RESET,58,7_29_2024 6_22_27 PM].csv",0.825,0.00048182199999999997
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_04 PM].csv",0.825,0.00013010000000000002
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_10 PM].csv",0.7,8.812000000000002e-05
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_16 PM].csv",0.85,0.00018735999999999997
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_22 PM].csv",0.825,0.00021662
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_28 PM].csv",0.8,0.00031897999999999996
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_34 PM].csv",0.625,0.000375188
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_40 PM].csv",0.55,0.00016111199999999998
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_46 PM].csv",0.625,0.000231318
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_52 PM].csv",0.65,0.00017432
"[C3-04-4um-02,SET-RESET,59,7_29_2024 6_25_59 PM].csv",0.625,0.000327522
